CMDLINE c:\programdata\anaconda3\python.exe mem_test.py
MEM 0.660156 1554481908.0689
MEM 14.230469 1554481908.1689
MEM 22.300781 1554481908.2689
MEM 30.023438 1554481908.3689
MEM 36.585938 1554481908.4689
MEM 39.031250 1554481908.5699
MEM 40.914062 1554481908.6699
MEM 41.687500 1554481908.7705
MEM 42.953125 1554481908.8710
MEM 43.621094 1554481908.9710
MEM 46.636719 1554481909.0718
MEM 48.093750 1554481909.1719
MEM 48.703125 1554481909.2728
MEM 49.828125 1554481909.3730
MEM 49.828125 1554481909.4736
MEM 49.828125 1554481909.5736
MEM 49.828125 1554481909.6746
MEM 49.828125 1554481909.7748
MEM 49.828125 1554481909.8753
MEM 49.828125 1554481909.9754
MEM 49.828125 1554481910.0759
MEM 49.828125 1554481910.1761
MEM 49.828125 1554481910.2762
MEM 49.828125 1554481910.3771
MEM 49.828125 1554481910.4771
MEM 49.828125 1554481910.5772
MEM 51.378906 1554481910.6775
MEM 52.562500 1554481910.7776
MEM 53.863281 1554481910.8784
MEM 54.835938 1554481910.9785
MEM 56.671875 1554481911.0794
MEM 59.042969 1554481911.1795
MEM 60.957031 1554481911.2805
MEM 62.714844 1554481911.3809
MEM 66.062500 1554481911.4820
MEM 68.093750 1554481911.5828
MEM 69.070312 1554481911.6830
MEM 70.167969 1554481911.7837
MEM 71.527344 1554481911.8838
MEM 72.027344 1554481911.9848
MEM 72.906250 1554481912.0856
MEM 73.992188 1554481912.1864
MEM 74.851562 1554481912.2868
MEM 75.410156 1554481912.3875
MEM 76.746094 1554481912.4875
MEM 79.234375 1554481912.5878
MEM 80.585938 1554481912.6878
MEM 81.050781 1554481912.7878
MEM 81.574219 1554481912.8878
MEM 82.792969 1554481912.9887
MEM 84.203125 1554481913.0893
MEM 85.246094 1554481913.1903
MEM 86.343750 1554481913.2908
MEM 87.070312 1554481913.3911
MEM 87.589844 1554481913.4915
MEM 88.828125 1554481913.5921
MEM 89.558594 1554481913.6923
MEM 91.878906 1554481913.7931
MEM 93.312500 1554481913.8936
MEM 94.304688 1554481913.9943
MEM 95.542969 1554481914.0946
MEM 96.339844 1554481914.1955
MEM 99.277344 1554481914.2957
MEM 100.304688 1554481914.3960
MEM 100.324219 1554481914.4967
MEM 100.324219 1554481914.5969
MEM 100.324219 1554481914.6977
MEM 100.328125 1554481914.7982
MEM 100.335938 1554481914.8992
MEM 100.335938 1554481914.9998
MEM 100.617188 1554481915.0999
MEM 100.640625 1554481915.2003
MEM 101.156250 1554481915.3010
MEM 102.234375 1554481915.4013
MEM 103.199219 1554481915.5016
MEM 104.152344 1554481915.6026
MEM 105.125000 1554481915.7034
MEM 105.792969 1554481915.8041
MEM 107.699219 1554481915.9041
MEM 107.882812 1554481916.0042
MEM 107.945312 1554481916.1042
MEM 108.199219 1554481916.2042
MEM 108.199219 1554481916.3042
MEM 108.199219 1554481916.4042
MEM 108.199219 1554481916.5043
MEM 108.199219 1554481916.6043
MEM 108.597656 1554481916.7043
MEM 108.625000 1554481916.8047
MEM 108.789062 1554481916.9057
MEM 108.851562 1554481917.0057
