CMDLINE c:\programdata\anaconda3\python.exe mem_test.py
MEM 149.949219 1554314753.3930
MEM 149.949219 1554314753.4930
MEM 149.949219 1554314753.5930
MEM 149.949219 1554314753.6931
MEM 149.949219 1554314753.7931
MEM 149.949219 1554314753.8931
MEM 149.949219 1554314753.9931
MEM 149.949219 1554314754.0932
MEM 149.949219 1554314754.1932
MEM 149.949219 1554314754.2932
MEM 149.949219 1554314754.3932
MEM 149.949219 1554314754.4932
MEM 149.949219 1554314754.5933
MEM 149.949219 1554314754.6933
MEM 149.949219 1554314754.7933
MEM 149.949219 1554314754.8933
MEM 149.949219 1554314754.9933
MEM 149.949219 1554314755.0934
MEM 149.949219 1554314755.1934
MEM 149.949219 1554314755.2934
MEM 149.949219 1554314755.3934
MEM 149.949219 1554314755.4935
MEM 149.949219 1554314755.5935
MEM 149.949219 1554314755.6935
MEM 149.949219 1554314755.7935
MEM 149.949219 1554314755.8936
MEM 149.949219 1554314755.9936
MEM 149.949219 1554314756.0936
MEM 149.949219 1554314756.1936
MEM 149.949219 1554314756.2936
MEM 149.949219 1554314756.3937
MEM 149.949219 1554314756.4937
MEM 149.949219 1554314756.5937
MEM 149.949219 1554314756.6937
MEM 149.949219 1554314756.7938
MEM 149.949219 1554314756.8938
MEM 149.949219 1554314756.9938
MEM 149.949219 1554314757.0938
MEM 149.949219 1554314757.1938
MEM 149.949219 1554314757.2939
MEM 149.949219 1554314757.3939
MEM 149.949219 1554314757.4939
MEM 149.949219 1554314757.5939
MEM 149.949219 1554314757.6940
MEM 149.949219 1554314757.7940
MEM 149.949219 1554314757.8940
MEM 149.949219 1554314757.9940
MEM 149.949219 1554314758.0941
MEM 149.949219 1554314758.1941
MEM 149.949219 1554314758.2941
MEM 149.949219 1554314758.3941
MEM 149.949219 1554314758.4942
MEM 149.949219 1554314758.5942
MEM 149.949219 1554314758.6942
MEM 149.949219 1554314758.7942
MEM 149.949219 1554314758.8942
MEM 149.949219 1554314758.9943
MEM 149.949219 1554314759.0943
MEM 149.949219 1554314759.1943
MEM 149.949219 1554314759.2943
MEM 149.949219 1554314759.3943
MEM 149.949219 1554314759.4944
MEM 149.949219 1554314759.5944
MEM 149.949219 1554314759.6944
MEM 149.949219 1554314759.7944
MEM 149.949219 1554314759.8945
MEM 149.949219 1554314759.9945
MEM 149.949219 1554314760.0945
MEM 149.949219 1554314760.1945
MEM 149.949219 1554314760.2946
MEM 149.949219 1554314760.3946
MEM 149.949219 1554314760.4946
MEM 149.949219 1554314760.5946
MEM 149.949219 1554314760.6946
MEM 149.949219 1554314760.7947
MEM 149.949219 1554314760.8947
MEM 149.949219 1554314760.9947
MEM 149.949219 1554314761.0947
MEM 149.949219 1554314761.1948
MEM 149.949219 1554314761.2948
MEM 149.949219 1554314761.3948
MEM 149.949219 1554314761.4948
MEM 149.949219 1554314761.5949
MEM 149.949219 1554314761.6949
MEM 149.949219 1554314761.7949
MEM 149.949219 1554314761.8949
MEM 149.949219 1554314761.9949
MEM 149.949219 1554314762.0950
MEM 149.949219 1554314762.1950
MEM 149.949219 1554314762.2950
MEM 149.949219 1554314762.3950
MEM 149.949219 1554314762.4951
MEM 149.949219 1554314762.5951
MEM 149.949219 1554314762.6951
MEM 149.949219 1554314762.7951
MEM 149.949219 1554314762.8951
MEM 149.949219 1554314762.9952
MEM 149.949219 1554314763.0952
MEM 149.949219 1554314763.1952
MEM 149.949219 1554314763.2952
MEM 149.949219 1554314763.3953
MEM 149.949219 1554314763.4953
MEM 149.949219 1554314763.5953
MEM 149.949219 1554314763.6953
MEM 149.949219 1554314763.7953
MEM 149.949219 1554314763.8954
MEM 149.949219 1554314763.9954
MEM 149.949219 1554314764.0954
MEM 149.949219 1554314764.1954
MEM 149.949219 1554314764.2955
MEM 149.949219 1554314764.3955
MEM 149.949219 1554314764.4955
MEM 149.949219 1554314764.5955
MEM 149.949219 1554314764.6956
MEM 149.949219 1554314764.7956
MEM 149.949219 1554314764.8956
MEM 149.949219 1554314764.9956
MEM 149.949219 1554314765.0956
MEM 149.949219 1554314765.1957
MEM 149.949219 1554314765.2957
MEM 149.949219 1554314765.3957
MEM 149.949219 1554314765.4957
MEM 149.949219 1554314765.5958
MEM 149.949219 1554314765.6958
MEM 149.949219 1554314765.7958
MEM 149.949219 1554314765.8958
MEM 149.949219 1554314765.9958
MEM 149.949219 1554314766.0959
MEM 149.949219 1554314766.1959
MEM 149.949219 1554314766.2959
MEM 149.949219 1554314766.3959
MEM 149.949219 1554314766.4960
MEM 149.949219 1554314766.5960
MEM 149.949219 1554314766.6960
MEM 149.949219 1554314766.7960
MEM 149.949219 1554314766.8960
MEM 149.949219 1554314766.9961
MEM 149.949219 1554314767.0961
MEM 149.949219 1554314767.1961
MEM 149.949219 1554314767.2961
MEM 149.949219 1554314767.3962
MEM 149.949219 1554314767.4962
MEM 149.949219 1554314767.5962
MEM 149.949219 1554314767.6962
MEM 149.949219 1554314767.7962
MEM 149.949219 1554314767.8963
MEM 149.949219 1554314767.9963
MEM 149.949219 1554314768.0963
MEM 149.949219 1554314768.1963
MEM 149.949219 1554314768.2964
MEM 149.949219 1554314768.3964
MEM 149.949219 1554314768.4964
MEM 149.949219 1554314768.5964
MEM 149.949219 1554314768.6964
MEM 149.949219 1554314768.7965
MEM 149.949219 1554314768.8965
MEM 149.949219 1554314768.9965
MEM 149.949219 1554314769.0965
MEM 149.949219 1554314769.1966
MEM 149.949219 1554314769.2966
MEM 149.949219 1554314769.3966
MEM 149.949219 1554314769.4966
MEM 149.949219 1554314769.5967
MEM 149.949219 1554314769.6967
MEM 149.949219 1554314769.7967
MEM 149.949219 1554314769.8967
MEM 149.949219 1554314769.9967
MEM 149.949219 1554314770.0968
MEM 149.949219 1554314770.1968
MEM 149.949219 1554314770.2968
MEM 149.949219 1554314770.3968
MEM 149.949219 1554314770.4969
MEM 149.949219 1554314770.5969
MEM 149.949219 1554314770.6969
MEM 149.949219 1554314770.7969
MEM 149.949219 1554314770.8969
MEM 149.949219 1554314770.9970
MEM 149.949219 1554314771.0970
MEM 149.949219 1554314771.1970
MEM 149.949219 1554314771.2970
MEM 149.949219 1554314771.3971
MEM 149.949219 1554314771.4971
MEM 149.949219 1554314771.5971
MEM 149.949219 1554314771.6971
MEM 149.949219 1554314771.7971
MEM 149.949219 1554314771.8972
MEM 149.949219 1554314771.9972
MEM 149.949219 1554314772.0972
MEM 149.949219 1554314772.1972
MEM 149.949219 1554314772.2973
MEM 149.949219 1554314772.3973
MEM 149.949219 1554314772.4973
MEM 149.949219 1554314772.5973
MEM 149.949219 1554314772.6974
MEM 149.949219 1554314772.7974
MEM 149.949219 1554314772.8974
MEM 149.949219 1554314772.9974
MEM 149.949219 1554314773.0974
MEM 149.949219 1554314773.1975
MEM 149.949219 1554314773.2975
MEM 149.996094 1554314773.3975
MEM 149.996094 1554314773.4975
MEM 149.996094 1554314773.5976
MEM 149.996094 1554314773.6976
MEM 149.996094 1554314773.7976
MEM 149.996094 1554314773.8976
MEM 149.996094 1554314773.9976
MEM 149.996094 1554314774.0977
MEM 149.996094 1554314774.1977
MEM 149.996094 1554314774.2977
MEM 149.996094 1554314774.3977
MEM 150.000000 1554314774.4978
MEM 150.000000 1554314774.5978
MEM 150.000000 1554314774.6978
MEM 150.000000 1554314774.7978
MEM 150.000000 1554314774.8979
MEM 150.000000 1554314774.9979
MEM 150.000000 1554314775.0979
MEM 150.000000 1554314775.1979
MEM 150.000000 1554314775.2979
MEM 150.000000 1554314775.3980
MEM 150.000000 1554314775.4980
MEM 150.000000 1554314775.5980
MEM 150.000000 1554314775.6980
MEM 150.000000 1554314775.7981
MEM 150.000000 1554314775.8981
MEM 150.000000 1554314775.9981
MEM 150.000000 1554314776.0981
MEM 150.000000 1554314776.1982
MEM 150.000000 1554314776.2982
MEM 150.000000 1554314776.3982
MEM 150.000000 1554314776.4982
MEM 150.000000 1554314776.5982
MEM 150.000000 1554314776.6983
MEM 150.000000 1554314776.7983
MEM 150.000000 1554314776.8983
MEM 150.000000 1554314776.9983
MEM 150.000000 1554314777.0983
MEM 150.000000 1554314777.1984
MEM 150.000000 1554314777.2984
MEM 150.000000 1554314777.3984
MEM 150.000000 1554314777.4984
MEM 150.000000 1554314777.5985
MEM 150.000000 1554314777.6985
MEM 150.000000 1554314777.7985
MEM 150.000000 1554314777.8985
MEM 150.000000 1554314777.9986
MEM 150.000000 1554314778.0986
MEM 150.000000 1554314778.1986
MEM 150.000000 1554314778.2986
MEM 150.000000 1554314778.3986
MEM 150.000000 1554314778.4987
MEM 150.000000 1554314778.5987
MEM 150.000000 1554314778.6987
MEM 150.000000 1554314778.7987
MEM 150.000000 1554314778.8988
MEM 150.000000 1554314778.9988
MEM 150.000000 1554314779.0988
MEM 150.000000 1554314779.1988
MEM 150.000000 1554314779.2989
MEM 150.000000 1554314779.3989
MEM 150.000000 1554314779.4989
MEM 150.000000 1554314779.5989
MEM 150.000000 1554314779.6989
MEM 150.000000 1554314779.7990
MEM 150.000000 1554314779.8990
MEM 150.000000 1554314779.9990
MEM 150.000000 1554314780.0990
MEM 150.000000 1554314780.1991
MEM 150.000000 1554314780.2991
MEM 150.000000 1554314780.3991
MEM 150.000000 1554314780.4991
MEM 150.000000 1554314780.5991
MEM 150.000000 1554314780.6992
MEM 150.000000 1554314780.7992
MEM 150.000000 1554314780.8992
MEM 150.000000 1554314780.9992
MEM 150.000000 1554314781.0993
MEM 150.000000 1554314781.1993
MEM 150.000000 1554314781.2993
MEM 150.000000 1554314781.3993
MEM 150.000000 1554314781.4993
MEM 150.000000 1554314781.5994
MEM 150.000000 1554314781.6994
MEM 150.000000 1554314781.7994
MEM 150.000000 1554314781.8994
MEM 150.000000 1554314781.9995
MEM 150.000000 1554314782.0995
MEM 150.000000 1554314782.1995
MEM 150.000000 1554314782.2995
MEM 150.000000 1554314782.3996
MEM 150.000000 1554314782.4996
MEM 150.000000 1554314782.5996
MEM 150.000000 1554314782.6996
MEM 150.000000 1554314782.7996
MEM 150.000000 1554314782.8997
MEM 150.000000 1554314782.9997
MEM 150.000000 1554314783.0997
MEM 150.000000 1554314783.1997
MEM 150.000000 1554314783.2998
MEM 150.000000 1554314783.3998
MEM 150.003906 1554314783.4998
MEM 150.003906 1554314783.5998
MEM 150.003906 1554314783.6998
MEM 150.003906 1554314783.7999
MEM 150.003906 1554314783.8999
MEM 150.003906 1554314783.9999
MEM 150.003906 1554314784.0999
MEM 150.003906 1554314784.2000
MEM 150.003906 1554314784.3000
MEM 150.003906 1554314784.4000
MEM 150.003906 1554314784.5000
MEM 150.003906 1554314784.6001
MEM 150.003906 1554314784.7001
MEM 150.003906 1554314784.8001
MEM 150.003906 1554314784.9001
MEM 150.003906 1554314785.0001
MEM 150.003906 1554314785.1002
MEM 150.003906 1554314785.2002
MEM 150.003906 1554314785.3002
MEM 150.003906 1554314785.4002
MEM 150.003906 1554314785.5003
MEM 150.003906 1554314785.6003
MEM 150.003906 1554314785.7003
MEM 150.003906 1554314785.8003
MEM 150.003906 1554314785.9003
MEM 150.003906 1554314786.0004
MEM 150.003906 1554314786.1004
MEM 150.003906 1554314786.2004
MEM 150.003906 1554314786.3004
MEM 150.003906 1554314786.4005
MEM 150.003906 1554314786.5005
MEM 150.003906 1554314786.6005
MEM 150.003906 1554314786.7005
MEM 150.003906 1554314786.8005
MEM 150.003906 1554314786.9006
MEM 150.003906 1554314787.0006
MEM 150.003906 1554314787.1006
MEM 150.003906 1554314787.2006
MEM 150.003906 1554314787.3007
MEM 150.003906 1554314787.4007
MEM 150.003906 1554314787.5007
MEM 150.003906 1554314787.6007
MEM 150.003906 1554314787.7008
MEM 150.003906 1554314787.8008
MEM 150.003906 1554314787.9008
MEM 150.003906 1554314788.0008
MEM 150.003906 1554314788.1008
MEM 150.003906 1554314788.2009
MEM 150.003906 1554314788.3009
MEM 150.003906 1554314788.4009
MEM 150.003906 1554314788.5009
MEM 150.003906 1554314788.6009
MEM 150.003906 1554314788.7010
MEM 150.003906 1554314788.8010
MEM 150.003906 1554314788.9010
MEM 150.003906 1554314789.0010
MEM 150.003906 1554314789.1011
MEM 150.003906 1554314789.2011
MEM 150.003906 1554314789.3011
MEM 150.003906 1554314789.4011
MEM 150.003906 1554314789.5011
MEM 150.003906 1554314789.6012
MEM 150.003906 1554314789.7012
MEM 150.003906 1554314789.8012
MEM 150.003906 1554314789.9012
MEM 150.003906 1554314790.0013
MEM 150.003906 1554314790.1013
MEM 150.003906 1554314790.2013
MEM 150.003906 1554314790.3013
MEM 150.003906 1554314790.4014
MEM 150.003906 1554314790.5014
MEM 150.003906 1554314790.6014
MEM 150.003906 1554314790.7014
MEM 150.003906 1554314790.8014
MEM 150.003906 1554314790.9015
MEM 150.003906 1554314791.0015
MEM 150.003906 1554314791.1015
MEM 150.003906 1554314791.2015
MEM 150.003906 1554314791.3016
MEM 150.003906 1554314791.4016
MEM 150.003906 1554314791.5016
MEM 150.003906 1554314791.6016
MEM 150.003906 1554314791.7016
MEM 150.003906 1554314791.8017
MEM 150.003906 1554314791.9017
MEM 150.003906 1554314792.0017
MEM 150.003906 1554314792.1017
MEM 150.003906 1554314792.2018
MEM 150.003906 1554314792.3018
MEM 150.003906 1554314792.4018
MEM 150.003906 1554314792.5018
MEM 150.003906 1554314792.6018
MEM 150.003906 1554314792.7019
MEM 150.003906 1554314792.8019
MEM 150.003906 1554314792.9019
MEM 150.003906 1554314793.0019
MEM 150.003906 1554314793.1020
MEM 150.003906 1554314793.2020
MEM 150.003906 1554314793.3020
MEM 150.003906 1554314793.4020
MEM 150.003906 1554314793.5021
MEM 150.003906 1554314793.6021
MEM 150.003906 1554314793.7021
MEM 150.003906 1554314793.8021
MEM 150.003906 1554314793.9021
MEM 150.003906 1554314794.0022
MEM 150.003906 1554314794.1022
MEM 150.003906 1554314794.2022
MEM 150.003906 1554314794.3022
MEM 150.003906 1554314794.4023
MEM 150.003906 1554314794.5023
MEM 150.003906 1554314794.6023
MEM 150.003906 1554314794.7023
MEM 150.003906 1554314794.8023
MEM 150.003906 1554314794.9024
MEM 150.003906 1554314795.0024
MEM 150.003906 1554314795.1024
MEM 150.003906 1554314795.2024
MEM 150.003906 1554314795.3025
MEM 150.003906 1554314795.4025
MEM 150.003906 1554314795.5025
MEM 150.003906 1554314795.6025
MEM 150.003906 1554314795.7026
MEM 150.003906 1554314795.8026
MEM 150.003906 1554314795.9026
MEM 150.003906 1554314796.0026
MEM 150.003906 1554314796.1026
MEM 150.003906 1554314796.2027
MEM 150.003906 1554314796.3027
MEM 150.003906 1554314796.4027
MEM 150.003906 1554314796.5027
MEM 150.003906 1554314796.6028
MEM 150.003906 1554314796.7028
MEM 150.003906 1554314796.8028
MEM 150.003906 1554314796.9028
MEM 150.003906 1554314797.0029
MEM 150.003906 1554314797.1029
MEM 150.003906 1554314797.2029
MEM 150.003906 1554314797.3029
MEM 150.003906 1554314797.4029
MEM 150.003906 1554314797.5030
MEM 150.003906 1554314797.6030
MEM 150.003906 1554314797.7030
MEM 150.003906 1554314797.8030
MEM 150.003906 1554314797.9031
MEM 150.003906 1554314798.0031
MEM 150.003906 1554314798.1031
MEM 150.003906 1554314798.2031
MEM 150.003906 1554314798.3031
MEM 150.003906 1554314798.4032
MEM 150.003906 1554314798.5032
MEM 150.003906 1554314798.6032
MEM 150.003906 1554314798.7032
MEM 150.003906 1554314798.8033
MEM 150.003906 1554314798.9033
MEM 150.003906 1554314799.0033
MEM 150.003906 1554314799.1033
MEM 150.003906 1554314799.2034
MEM 150.003906 1554314799.3034
MEM 150.003906 1554314799.4034
MEM 150.003906 1554314799.5034
MEM 150.003906 1554314799.6034
MEM 150.003906 1554314799.7035
MEM 150.003906 1554314799.8035
MEM 150.003906 1554314799.9035
MEM 150.003906 1554314800.0035
MEM 150.003906 1554314800.1036
MEM 150.003906 1554314800.2036
MEM 150.003906 1554314800.3036
MEM 150.003906 1554314800.4036
MEM 150.003906 1554314800.5036
MEM 150.003906 1554314800.6037
MEM 150.003906 1554314800.7037
MEM 150.003906 1554314800.8037
MEM 150.003906 1554314800.9037
MEM 150.003906 1554314801.0037
MEM 150.003906 1554314801.1038
MEM 150.003906 1554314801.2038
MEM 150.003906 1554314801.3038
MEM 150.003906 1554314801.4038
MEM 150.003906 1554314801.5039
MEM 150.003906 1554314801.6039
MEM 150.003906 1554314801.7039
MEM 150.003906 1554314801.8039
MEM 150.003906 1554314801.9040
MEM 150.003906 1554314802.0040
MEM 150.003906 1554314802.1040
MEM 150.003906 1554314802.2040
MEM 150.003906 1554314802.3041
MEM 150.003906 1554314802.4041
MEM 150.003906 1554314802.5041
MEM 150.003906 1554314802.6041
MEM 150.003906 1554314802.7041
MEM 150.003906 1554314802.8042
MEM 150.003906 1554314802.9042
MEM 150.003906 1554314803.0042
MEM 150.003906 1554314803.1042
MEM 150.003906 1554314803.2043
MEM 149.941406 1554314803.3043
MEM 149.941406 1554314803.4043
MEM 149.941406 1554314803.5043
MEM 149.941406 1554314803.6043
MEM 149.941406 1554314803.7044
MEM 149.941406 1554314803.8044
MEM 149.941406 1554314803.9044
MEM 149.941406 1554314804.0044
MEM 149.941406 1554314804.1045
MEM 149.941406 1554314804.2045
MEM 149.941406 1554314804.3045
MEM 149.941406 1554314804.4045
MEM 149.941406 1554314804.5045
MEM 149.941406 1554314804.6046
MEM 149.941406 1554314804.7046
MEM 149.941406 1554314804.8046
MEM 149.941406 1554314804.9046
MEM 149.941406 1554314805.0047
MEM 149.941406 1554314805.1047
MEM 149.941406 1554314805.2047
MEM 149.941406 1554314805.3047
MEM 149.941406 1554314805.4048
MEM 149.941406 1554314805.5048
MEM 149.941406 1554314805.6048
MEM 149.941406 1554314805.7048
MEM 149.941406 1554314805.8048
MEM 149.941406 1554314805.9049
MEM 149.941406 1554314806.0049
MEM 149.941406 1554314806.1049
MEM 149.941406 1554314806.2049
MEM 149.941406 1554314806.3049
MEM 149.941406 1554314806.4050
MEM 149.941406 1554314806.5050
MEM 149.941406 1554314806.6050
MEM 149.941406 1554314806.7050
MEM 149.941406 1554314806.8051
MEM 149.941406 1554314806.9051
MEM 149.941406 1554314807.0051
MEM 149.941406 1554314807.1051
MEM 149.941406 1554314807.2052
MEM 149.941406 1554314807.3052
MEM 149.941406 1554314807.4052
MEM 149.941406 1554314807.5052
MEM 149.941406 1554314807.6052
MEM 149.941406 1554314807.7053
MEM 149.941406 1554314807.8053
MEM 149.941406 1554314807.9053
MEM 149.941406 1554314808.0053
MEM 149.941406 1554314808.1054
MEM 149.941406 1554314808.2054
MEM 149.941406 1554314808.3054
MEM 149.941406 1554314808.4064
MEM 149.941406 1554314808.5064
MEM 149.941406 1554314808.6065
MEM 149.941406 1554314808.7065
MEM 149.941406 1554314808.8065
MEM 149.941406 1554314808.9065
MEM 149.941406 1554314809.0066
MEM 149.941406 1554314809.1066
MEM 149.941406 1554314809.2066
MEM 149.941406 1554314809.3066
MEM 149.941406 1554314809.4066
MEM 149.941406 1554314809.5067
MEM 149.941406 1554314809.6067
MEM 149.941406 1554314809.7067
MEM 149.941406 1554314809.8067
MEM 149.941406 1554314809.9068
MEM 149.941406 1554314810.0068
MEM 149.941406 1554314810.1068
MEM 149.941406 1554314810.2068
MEM 149.941406 1554314810.3069
MEM 149.941406 1554314810.4069
MEM 149.941406 1554314810.5069
MEM 149.941406 1554314810.6069
MEM 149.941406 1554314810.7069
MEM 149.941406 1554314810.8070
MEM 149.941406 1554314810.9070
MEM 149.941406 1554314811.0070
MEM 149.941406 1554314811.1070
MEM 149.941406 1554314811.2071
MEM 149.941406 1554314811.3071
MEM 149.941406 1554314811.4071
MEM 149.941406 1554314811.5071
MEM 149.941406 1554314811.6071
MEM 149.941406 1554314811.7072
MEM 149.941406 1554314811.8072
MEM 149.941406 1554314811.9072
MEM 149.941406 1554314812.0072
MEM 149.941406 1554314812.1073
MEM 149.941406 1554314812.2073
MEM 149.941406 1554314812.3073
MEM 149.941406 1554314812.4073
MEM 149.941406 1554314812.5073
MEM 149.941406 1554314812.6074
MEM 149.941406 1554314812.7074
MEM 149.941406 1554314812.8074
MEM 149.941406 1554314812.9074
MEM 149.941406 1554314813.0075
MEM 149.941406 1554314813.1075
MEM 149.941406 1554314813.2075
MEM 149.941406 1554314813.3075
MEM 149.941406 1554314813.4076
MEM 149.941406 1554314813.5076
MEM 149.941406 1554314813.6076
MEM 149.941406 1554314813.7076
MEM 149.941406 1554314813.8076
MEM 149.941406 1554314813.9077
MEM 149.941406 1554314814.0077
MEM 149.941406 1554314814.1077
MEM 149.941406 1554314814.2077
MEM 149.941406 1554314814.3078
MEM 149.941406 1554314814.4078
MEM 149.941406 1554314814.5078
MEM 149.941406 1554314814.6078
MEM 149.941406 1554314814.7078
MEM 149.941406 1554314814.8079
MEM 149.941406 1554314814.9079
MEM 149.941406 1554314815.0079
MEM 149.941406 1554314815.1079
MEM 149.941406 1554314815.2080
MEM 149.941406 1554314815.3080
MEM 149.941406 1554314815.4080
MEM 149.941406 1554314815.5080
MEM 149.941406 1554314815.6080
MEM 149.941406 1554314815.7081
MEM 149.941406 1554314815.8081
MEM 149.941406 1554314815.9081
MEM 149.941406 1554314816.0081
MEM 149.941406 1554314816.1082
MEM 149.941406 1554314816.2082
MEM 149.941406 1554314816.3082
MEM 149.941406 1554314816.4082
MEM 149.941406 1554314816.5083
MEM 149.941406 1554314816.6083
MEM 149.941406 1554314816.7083
MEM 149.941406 1554314816.8083
MEM 149.941406 1554314816.9083
MEM 149.941406 1554314817.0084
MEM 149.941406 1554314817.1084
MEM 149.941406 1554314817.2084
MEM 149.941406 1554314817.3084
MEM 149.941406 1554314817.4085
MEM 149.941406 1554314817.5085
MEM 149.941406 1554314817.6085
MEM 149.941406 1554314817.7085
MEM 149.941406 1554314817.8085
MEM 149.941406 1554314817.9086
MEM 149.941406 1554314818.0086
MEM 149.941406 1554314818.1086
MEM 149.941406 1554314818.2086
MEM 149.941406 1554314818.3087
MEM 149.941406 1554314818.4087
MEM 149.941406 1554314818.5087
MEM 149.941406 1554314818.6087
MEM 149.941406 1554314818.7087
MEM 149.941406 1554314818.8088
MEM 149.941406 1554314818.9088
MEM 149.941406 1554314819.0088
MEM 149.941406 1554314819.1088
MEM 149.941406 1554314819.2089
MEM 149.941406 1554314819.3089
MEM 149.941406 1554314819.4089
MEM 149.941406 1554314819.5089
MEM 149.941406 1554314819.6090
MEM 149.941406 1554314819.7090
MEM 149.941406 1554314819.8090
MEM 149.941406 1554314819.9090
MEM 149.941406 1554314820.0090
MEM 149.941406 1554314820.1091
MEM 149.941406 1554314820.2091
MEM 149.941406 1554314820.3091
MEM 149.941406 1554314820.4091
MEM 149.941406 1554314820.5092
MEM 149.941406 1554314820.6092
MEM 149.941406 1554314820.7092
MEM 149.941406 1554314820.8092
MEM 149.941406 1554314820.9092
MEM 149.941406 1554314821.0093
MEM 149.941406 1554314821.1093
MEM 149.941406 1554314821.2093
MEM 149.941406 1554314821.3093
MEM 149.941406 1554314821.4094
MEM 149.941406 1554314821.5094
MEM 149.941406 1554314821.6094
MEM 149.941406 1554314821.7094
MEM 149.941406 1554314821.8094
MEM 149.941406 1554314821.9095
MEM 149.941406 1554314822.0095
MEM 149.941406 1554314822.1095
MEM 149.941406 1554314822.2095
MEM 149.941406 1554314822.3096
MEM 149.941406 1554314822.4096
MEM 149.941406 1554314822.5096
MEM 149.941406 1554314822.6096
MEM 149.941406 1554314822.7097
MEM 149.941406 1554314822.8097
MEM 149.941406 1554314822.9097
MEM 149.941406 1554314823.0097
MEM 149.941406 1554314823.1097
MEM 149.941406 1554314823.2098
MEM 149.941406 1554314823.3098
MEM 149.941406 1554314823.4098
MEM 149.941406 1554314823.5098
MEM 149.941406 1554314823.6099
MEM 149.941406 1554314823.7099
MEM 149.941406 1554314823.8099
MEM 149.941406 1554314823.9099
MEM 149.941406 1554314824.0099
MEM 149.941406 1554314824.1100
MEM 149.941406 1554314824.2100
MEM 149.941406 1554314824.3100
MEM 149.941406 1554314824.4100
MEM 149.941406 1554314824.5101
MEM 149.941406 1554314824.6101
MEM 149.941406 1554314824.7101
MEM 149.941406 1554314824.8101
MEM 149.941406 1554314824.9102
MEM 149.941406 1554314825.0102
MEM 149.941406 1554314825.1102
