CMDLINE c:\programdata\anaconda3\python.exe mem_test.py
MEM 0.402344 1554486411.0530
MEM 15.203125 1554486411.1627
MEM 24.562500 1554486411.2703
MEM 31.546875 1554486411.3779
MEM 38.562500 1554486411.4895
MEM 51.015625 1554486411.5971
MEM 64.234375 1554486411.7048
MEM 71.585938 1554486411.8124
MEM 82.558594 1554486411.9200
MEM 88.406250 1554486412.0277
MEM 95.378906 1554486412.1353
MEM 95.878906 1554486412.2429
MEM 97.953125 1554486412.3505
MEM 101.460938 1554486412.4582
MEM 101.769531 1554486412.5660
MEM 103.753906 1554486412.6735
MEM 103.906250 1554486412.7811
MEM 104.027344 1554486412.8890
MEM 104.136719 1554486412.9971
MEM 104.167969 1554486413.1047
MEM 104.507812 1554486413.2124
MEM 104.941406 1554486413.3201
MEM 104.964844 1554486413.4277
MEM 105.031250 1554486413.5353
MEM 105.031250 1554486413.6430
MEM 105.058594 1554486413.7506
MEM 105.121094 1554486413.8582
MEM 105.121094 1554486413.9658
MEM 105.121094 1554486414.0735
MEM 105.121094 1554486414.1851
MEM 105.125000 1554486414.2927
MEM 105.156250 1554486414.4003
MEM 105.167969 1554486414.5080
MEM 105.179688 1554486414.6156
MEM 105.203125 1554486414.7232
MEM 105.273438 1554486414.8309
MEM 105.273438 1554486414.9385
MEM 105.273438 1554486415.0461
MEM 105.273438 1554486415.1572
MEM 105.273438 1554486415.2649
MEM 105.273438 1554486415.3725
MEM 105.273438 1554486415.4802
MEM 105.273438 1554486415.5878
MEM 105.273438 1554486415.6954
MEM 105.335938 1554486415.8031
MEM 105.335938 1554486415.9107
MEM 105.335938 1554486416.0183
MEM 105.335938 1554486416.1299
MEM 105.335938 1554486416.2375
MEM 105.335938 1554486416.3452
MEM 105.335938 1554486416.4528
MEM 105.335938 1554486416.5604
MEM 105.335938 1554486416.6682
MEM 105.335938 1554486416.7757
MEM 105.335938 1554486416.8833
MEM 105.335938 1554486416.9910
MEM 105.335938 1554486417.0986
MEM 105.335938 1554486417.2102
MEM 105.398438 1554486417.3178
MEM 105.402344 1554486417.4255
MEM 105.402344 1554486417.5331
MEM 105.402344 1554486417.6407
MEM 105.402344 1554486417.7483
MEM 105.402344 1554486417.8560
MEM 105.402344 1554486417.9636
MEM 105.402344 1554486418.0712
MEM 105.402344 1554486418.1829
MEM 105.402344 1554486418.2905
MEM 105.402344 1554486418.3981
MEM 105.402344 1554486418.5057
MEM 105.402344 1554486418.6134
MEM 105.402344 1554486418.7210
MEM 105.402344 1554486418.8287
MEM 105.402344 1554486418.9363
MEM 105.402344 1554486419.0439
MEM 105.414062 1554486419.1515
MEM 105.414062 1554486419.2592
MEM 105.414062 1554486419.3668
MEM 105.425781 1554486419.4745
MEM 105.425781 1554486419.5821
MEM 105.425781 1554486419.6897
MEM 105.433594 1554486419.7973
MEM 105.433594 1554486419.9050
MEM 105.433594 1554486420.0126
MEM 105.433594 1554486420.1242
MEM 105.449219 1554486420.2318
MEM 105.449219 1554486420.3395
MEM 105.449219 1554486420.4471
MEM 105.449219 1554486420.5548
MEM 105.449219 1554486420.6623
MEM 105.457031 1554486420.7700
MEM 105.460938 1554486420.8776
MEM 105.460938 1554486420.9852
MEM 105.464844 1554486421.0929
MEM 105.464844 1554486421.2045
MEM 105.464844 1554486421.3121
MEM 105.464844 1554486421.4197
MEM 105.464844 1554486421.5274
MEM 105.464844 1554486421.6350
MEM 105.464844 1554486421.7426
MEM 105.464844 1554486421.8503
MEM 105.464844 1554486421.9579
MEM 105.464844 1554486422.0656
MEM 105.464844 1554486422.1771
MEM 105.464844 1554486422.2848
MEM 105.464844 1554486422.3924
MEM 105.464844 1554486422.5000
MEM 105.464844 1554486422.6077
MEM 105.464844 1554486422.7154
MEM 105.464844 1554486422.8229
MEM 105.464844 1554486422.9305
MEM 105.464844 1554486423.0382
MEM 105.464844 1554486423.1498
MEM 105.464844 1554486423.2574
MEM 105.464844 1554486423.3651
MEM 105.464844 1554486423.4727
MEM 105.472656 1554486423.5803
MEM 105.492188 1554486423.6880
MEM 102.246094 1554486423.7956
